x1,x2,y
2.0511314663899496,-3.341220753374645,-2.9241350179762113
3.4875270056523497,1.9454197403727402,-7.031860053209849
-4.627461193858039,0.14383246511020165,4.862621918879295
-2.916730531399603,3.3112721671774565,2.34242204868654
-4.08933817917819,-2.4282286397557273,4.074647585981244
-1.782629701417222,-2.861611105047357,0.12156121310566093
-0.20959274325386357,-4.7972002623258,0.13286933758870978
0.718696893717321,0.7442848300314449,-4.244230143406079
-2.8554177067583844,-1.31625492415266,2.0228752898924895
-0.05874258858729409,-4.232726280717941,-1.3730393894480917
-1.6936704514045795,4.044253423171503,1.265419110933544
3.444263331200869,1.5462149579705509,-5.08795888283381
4.594395957411649,4.451897611270066,-7.500780328045025
-2.03498428976061,-2.7747895582255353,0.9024613248331759
-0.6788282438410551,0.9937922226110176,-0.820595660592153
3.476811979622166,-1.1358443816941879,-8.192870284718685
0.8255383704199399,3.3447374346262837,-1.843224157980175
1.1477095315626231,4.068728318190528,-4.991942390387497
0.7571930533120428,-2.7658745507037494,-2.9258727996101013
0.6265411967130916,-4.741928318087689,-2.908578140146437
3.5972878350223247,3.704108285583004,-7.1143697173734415
-4.900402587956966,-4.445160579320894,3.507324749669988
-3.6547450771081547,-1.0212141252263152,3.9003823153613
-2.689638620529405,-1.4609417374314129,2.2281304671894606
-0.7215942937294706,-3.079580064409959,-0.33302109308850275
2.483963562097431,3.636230009199533,-4.861946880380631
2.499869843799752,3.749333243506488,-5.819340286897248
-4.09681439700927,-3.018958057589126,5.590094103696381
2.0018825929405306,-1.4055497381776085,-3.371932574152521
1.6130396228686674,0.9124290575061416,-3.9284200819839987
-1.445633192754686,4.321617192136323,-0.43596163510308783
1.2761987398270591,3.192305768401022,-1.7440341450625032
2.642456208523801,-2.852463341749173,-5.698101904525692
-0.9052925811122279,1.8015854675887866,-0.42357433191039945
-1.4235945041108868,2.027828771659749,0.2825979810312882
4.059519191946443,2.401493936975908,-7.527779966775332
-2.9225072698780963,4.486561577065649,3.7995562283498456
3.7118704635031783,3.76918931870847,-6.845799778398409
-1.3597253078543368,2.987718291146285,-0.6325260769374291
4.53072768622137,-4.418662089731714,-7.359480727924182
-3.407169626505415,4.996732052420922,4.500441790303393
-2.5470990635635706,-1.6525646820063775,1.4270137310104611
2.130314563751039,3.4216603006138318,-3.2082674839133123
1.1216622072314566,1.1220906325721582,-4.562222637120762
-0.9085621208237775,3.4921914469410495,-0.3204610152308214
-3.60812197242013,-4.089155851199485,2.18323920701088
-4.6493505098128125,-1.8759410232036822,5.047687764711715
-1.7815336479867971,-4.201063122086391,1.2475378513950268
-1.5172538463680851,-2.463305408783035,-0.9997730445545387
-3.9517735905923446,-0.9642960755039862,5.418540207111377
